crdc_id,leaid,ncessch,report_dis,discip_dis,report_race,discip_race,report_sex,discip_sex,counselors_fte,psych_fte,social_fte,nurses_fte,security_fte,law_fte
040045001884,0400450,040045001884,1,1,1,1,1,1,1,1,1,1,1,1
040045002273,0400450,040045002273,1,1,0,0,1,1,1,1,1,1,1,1
040045002592,0400450,040045002592,0,0,1,1,1,1,1,1,1,1,1,1
040045902575,0400459,040045902575,0,0,0,0,0,0,0,1,1,0,NA,1
040046302884,0400463,040046302884,1,1,1,1,1,0,1,1,1,1,1,0
040046302918,0400463,040046302918,0,0,0,0,0,0,0,1,1,1,1,0
040046302923,0400463,040046302923,0,0,0,0,0,0,1,1,1,1,1,0
040048000002,0400480,040048000002,0,0,0,0,0,0,0,0,0,0,0,0
040048003445,0400480,040048003445,0,0,0,0,0,0,0,0,0,0,0,0
040052000003,0400520,040052000003,0,0,1,1,0,0,0,0,0,0,0,1
040052003063,0400520,040052003063,0,0,1,1,1,1,0,0,0,0,0,1
040060000007,0400600,040060000007,0,0,0,0,0,0,1,1,0,1,0,0
040060000008,0400600,040060000008,0,0,0,0,0,0,1,1,0,1,0,0
040060000009,0400600,040060000009,0,0,0,0,1,1,1,1,0,1,0,0
040060000010,0400600,040060000010,0,0,0,0,0,0,1,1,0,1,0,0
040060000012,0400600,040060000012,0,0,0,0,0,0,1,1,0,1,0,0
040060000015,0400600,040060000015,1,1,1,1,0,0,1,1,0,1,0,0
040060000016,0400600,040060000016,0,0,0,0,0,0,1,1,0,1,0,0
040060000018,0400600,040060000018,0,0,0,0,0,0,1,1,0,1,0,0
040060000302,0400600,040060000302,0,0,1,1,1,1,1,1,0,1,0,0
040060001283,0400600,040060001283,0,0,0,0,0,0,1,0,0,1,0,0
040060001418,0400600,040060001418,1,1,1,1,1,1,1,1,0,1,0,0
040060001486,0400600,040060001486,0,0,0,0,0,0,1,1,0,1,0,0
040060001707,0400600,040060001707,0,0,0,0,1,1,1,1,0,1,0,0
040060002002,0400600,040060002002,0,0,1,1,1,1,1,1,0,1,0,0
040060803115,0400608,040060803115,0,0,1,1,0,0,1,0,0,0,0,0
040061002056,0400610,040061002056,0,0,0,0,0,0,0,0,0,0,0,0
040061003363,0400610,040061003363,0,0,0,0,1,1,0,0,0,0,1,0
040061403158,0400614,040061403158,0,0,0,0,0,0,0,0,0,0,0,1
040061603094,0400616,040061603094,0,0,0,0,0,0,0,0,0,0,0,0
040061803095,0400618,040061803095,0,0,0,0,0,0,0,0,0,0,1,1
040061903097,0400619,040061903097,0,0,1,1,0,0,0,0,0,0,0,1
040062100688,0400621,040062100688,0,0,0,0,0,0,1,0,0,0,1,0
040062103161,0400621,040062103161,0,0,0,0,0,0,1,0,0,0,0,0
040062502157,0400625,040062502157,0,0,0,0,0,0,1,0,0,0,0,0
040062601886,0400626,040062601886,0,0,0,0,0,0,1,0,0,0,0,0
040063000019,0400630,040063000019,0,0,0,0,0,0,0,0,0,0,0,0
040063203105,0400632,040063203105,0,0,1,1,0,0,0,1,0,0,1,0
040063303106,0400633,040063303106,0,0,0,0,0,0,0,0,0,0,0,0
040063303536,0400633,040063303536,0,0,0,0,0,0,0,0,0,0,0,0
040063603108,0400636,040063603108,0,0,0,0,0,0,1,0,0,0,0,0
040063603163,0400636,040063603163,0,0,0,0,0,0,1,0,0,0,0,0
040063702032,0400637,040063702032,0,0,0,0,0,0,0,0,0,0,1,0
040063801796,0400638,040063801796,0,0,0,0,0,0,0,0,0,0,0,0
040063803360,0400638,040063803360,0,0,0,0,0,0,0,0,0,0,0,0
040063803456,0400638,040063803456,0,0,0,0,0,0,0,0,0,0,0,0
040064002031,0400640,040064002031,0,0,0,0,0,0,1,0,0,0,0,0
040064003569,0400640,040064003569,0,0,0,0,0,0,1,0,0,0,0,0
040064102881,0400641,040064102881,0,0,0,0,0,0,0,0,0,0,0,0
040064902846,0400649,040064902846,0,0,0,0,0,0,0,0,0,0,0,0
040064903114,0400649,040064903114,0,0,0,0,0,0,0,0,0,1,0,0
040065001846,0400650,040065001846,0,0,0,0,0,0,0,0,0,0,0,0
040065303004,0400653,040065303004,0,0,0,0,0,0,0,0,0,0,0,0
040065303069,0400653,040065303069,0,0,0,0,0,0,0,0,0,0,0,0
040065503096,0400655,040065503096,1,1,1,1,0,0,1,0,0,0,0,0
040065603223,0400656,040065603223,0,0,0,0,0,0,0,0,0,0,0,0
040068000020,0400680,040068000020,1,1,0,0,1,1,1,1,1,1,1,0
040068000021,0400680,040068000021,0,0,0,0,1,1,1,1,1,1,1,0
040068000022,0400680,040068000022,0,0,0,0,0,0,0,0,0,0,0,0
040068000023,0400680,040068000023,0,0,0,0,0,0,0,0,1,0,1,0
040068000025,0400680,040068000025,0,0,1,1,1,1,0,1,1,0,1,0
040068000026,0400680,040068000026,0,0,0,0,1,1,0,1,1,0,1,0
040068000027,0400680,040068000027,0,0,1,1,0,0,0,1,1,0,1,0
040068000028,0400680,040068000028,0,0,0,0,1,1,1,0,0,1,1,0
040068000029,0400680,040068000029,0,0,0,0,0,0,0,1,1,0,1,0
040068000030,0400680,040068000030,0,0,0,0,0,0,0,1,0,1,0,0
040068000031,0400680,040068000031,0,0,1,1,0,0,0,1,0,0,1,0
040068000032,0400680,040068000032,0,0,0,0,1,1,1,1,1,1,1,1
040068000033,0400680,040068000033,0,0,0,0,0,0,1,1,0,1,1,1
040068001001,0400680,040068001001,0,0,1,1,0,0,1,1,0,1,1,0
040068001031,0400680,040068001031,0,0,0,0,1,1,0,1,1,0,1,0
040068001286,0400680,040068001286,0,0,0,0,0,0,0,0,1,0,1,0
040068001394,0400680,040068001394,0,0,0,0,1,1,0,1,0,0,1,0
040068001525,0400680,040068001525,0,0,0,0,1,1,1,1,1,1,1,0
040068002066,0400680,040068002066,0,0,0,0,0,0,0,1,0,0,1,0
040068002198,0400680,040068002198,0,0,0,0,0,0,1,1,0,1,1,1
040068003330,0400680,040068003330,0,0,0,0,0,0,1,0,0,0,0,0
040068003517,0400680,040068003517,0,0,0,0,0,0,0,1,0,0,1,0
040072000034,0400720,040072000034,0,0,0,0,0,0,1,1,0,1,0,0
040072003466,0400720,040072003466,0,0,0,0,0,0,0,0,0,0,0,0
040074502856,0400745,040074502856,0,0,0,0,0,0,0,1,0,1,0,0
040074600717,0400746,040074600717,1,1,0,0,0,0,1,1,0,1,0,0
040074602864,0400746,040074602864,0,0,0,0,0,0,0,1,0,1,0,0
040074702795,0400747,040074702795,0,0,0,0,0,0,0,0,0,1,0,0
040074802870,0400748,040074802870,0,0,0,0,0,0,0,0,0,0,0,0
040075000039,0400750,040075000039,0,0,0,0,0,0,0,0,0,0,0,0
040075102781,0400751,040075102781,0,0,0,0,0,0,0,0,0,0,0,0
040075402819,0400754,040075402819,0,0,0,0,0,0,0,0,0,0,0,0
040075502371,0400755,040075502371,0,0,0,0,0,0,0,0,0,0,0,0
040075503029,0400755,040075503029,0,0,0,0,0,0,0,0,0,0,0,0
040075602813,0400756,040075602813,0,0,0,0,0,0,0,0,0,0,0,0
040075702820,0400757,040075702820,1,1,1,1,1,1,0,0,0,1,0,0
040075802766,0400758,040075802766,0,0,0,0,0,0,1,0,0,0,0,0
040076002911,0400760,040076002911,0,0,0,0,0,0,1,0,0,1,0,0
040076302915,0400763,040076302915,0,0,1,1,0,0,0,0,0,0,0,0
040076403051,0400764,040076403051,0,0,0,0,0,0,1,0,0,1,1,0
040076602901,0400766,040076602901,0,0,0,0,0,0,0,0,0,0,0,0
040076802913,0400768,040076802913,0,0,0,0,0,0,0,0,0,0,0,0
040076902956,0400769,040076902956,0,0,0,0,0,0,1,0,0,0,0,0
040077002903,0400770,040077002903,0,0,0,0,0,0,1,0,0,0,0,0
040077102899,0400771,040077102899,0,0,0,0,0,0,0,0,0,0,0,0
040077399999,0400773,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040077402934,0400774,040077402934,0,0,0,0,0,0,0,0,0,0,0,0
040077502916,0400775,040077502916,0,0,0,0,0,0,1,0,0,0,0,0
040077602387,0400776,040077602387,0,0,0,0,0,0,0,0,0,0,0,0
040077802902,0400778,040077802902,0,0,0,0,0,0,0,0,0,0,0,0
040078002928,0400780,040078002928,0,0,0,0,0,0,1,0,0,0,0,0
040078102910,0400781,040078102910,0,0,0,0,0,0,0,0,0,0,0,0
040078202954,0400782,040078202954,0,0,0,0,0,0,1,NA,0,0,0,0
040078302932,0400783,040078302932,0,0,0,0,0,0,1,0,0,0,0,0
040078502929,0400785,040078502929,0,0,0,0,0,0,0,0,0,0,0,0
040078602885,0400786,040078602885,0,0,0,0,0,0,0,0,0,0,0,0
040078702898,0400787,040078702898,0,0,0,0,0,0,1,0,0,0,0,0
040078802999,0400788,040078802999,0,0,0,0,0,0,0,0,0,0,0,0
040078902931,0400789,040078902931,0,0,0,0,0,0,0,0,0,0,0,0
040079000040,0400790,040079000040,0,0,1,0,1,0,1,0,0,1,0,0
040079000041,0400790,040079000041,1,0,0,0,0,0,1,1,0,1,0,0
040079000043,0400790,040079000043,0,0,0,0,0,0,1,0,0,1,1,0
040079001461,0400790,040079001461,0,0,0,0,1,1,1,1,0,1,0,0
040079002212,0400790,040079002212,0,0,0,0,1,0,1,1,0,1,0,0
040079003333,0400790,040079003333,0,0,0,0,0,0,0,0,0,0,0,0
040079202970,0400792,040079202970,0,0,0,0,0,0,0,0,0,0,0,0
040079302984,0400793,040079302984,0,0,0,0,0,0,0,1,0,0,0,0
040079602645,0400796,040079602645,0,0,0,0,0,0,0,0,0,0,0,0
040079702994,0400797,040079702994,0,0,0,0,0,0,0,0,0,0,0,0
040079703230,0400797,040079703230,0,0,0,0,0,0,0,0,0,0,0,0
040079803021,0400798,040079803021,0,0,0,0,0,0,0,0,0,1,0,0
040079902943,0400799,040079902943,0,0,0,0,0,0,0,0,0,0,0,0
040080003211,0400800,040080003211,0,0,0,0,0,0,0,0,0,1,0,0
040080003288,0400800,040080003288,0,0,0,0,0,0,0,0,0,0,0,0
040080003317,0400800,040080003317,0,0,0,0,0,0,1,0,0,0,1,0
040080003368,0400800,040080003368,0,0,0,0,0,0,0,0,0,0,0,0
040080102941,0400801,040080102941,0,0,0,0,0,0,0,0,0,0,0,0
040080202962,0400802,040080202962,0,0,0,0,0,0,1,0,0,0,0,0
040080302667,0400803,040080302667,0,0,0,0,1,0,0,0,0,0,0,0
040080303416,0400803,040080303416,0,0,0,0,0,0,0,0,0,0,0,0
040080503050,0400805,040080503050,0,0,0,0,1,1,0,0,0,1,0,0
040080503444,0400805,040080503444,0,0,0,0,0,0,0,0,0,0,0,0
040080702976,0400807,040080702976,0,0,0,0,1,1,1,0,0,0,0,0
040081003026,0400810,040081003026,0,0,0,0,0,0,1,0,0,0,0,0
040081101583,0400811,040010301583,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081102855,0400811,040010302855,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081102950,0400811,040010302950,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081199996,0400811,040010301724,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081199997,0400811,040010302329,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081199998,0400811,040010302008,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081199999,0400811,040010302139,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
040081402554,0400814,040081402554,0,0,0,0,0,0,1,0,0,0,0,0
040081503023,0400815,040081503023,0,0,0,0,1,0,0,0,0,0,0,0
040081602998,0400816,040081602998,0,0,0,0,0,0,0,0,0,0,0,0
040081603219,0400816,040081603219,0,0,0,0,0,0,0,0,0,0,0,0
040081703191,0400817,040081703191,0,0,0,0,0,0,0,0,0,0,0,0
040081803197,0400818,040081803197,0,0,0,0,0,0,1,0,0,0,0,0
040081903187,0400819,040081903187,0,0,0,0,1,1,0,0,0,0,0,0
040082002672,0400820,040082002672,0,0,0,0,0,0,1,0,0,0,0,0
040082103226,0400821,040082103226,0,0,0,0,0,0,1,0,0,0,0,0
040082203221,0400822,040082203221,0,0,0,0,0,0,0,0,0,0,0,0
040082303296,0400823,040082303296,0,0,0,0,1,1,0,0,0,0,0,0
040082403178,0400824,040082403178,0,0,0,0,0,0,0,0,0,0,0,0
040082603207,0400826,040082603207,0,0,0,0,0,0,0,1,0,0,0,0
040082703252,0400827,040082703252,0,0,0,0,0,0,1,1,0,0,0,0
040082703309,0400827,040082703309,0,0,0,0,0,0,1,1,0,0,0,0
040082803199,0400828,040082803199,0,0,0,0,0,0,0,0,0,0,0,0
040082903278,0400829,040082903278,0,0,0,0,0,0,1,0,0,0,0,0
040083003253,0400830,040083003253,0,0,0,0,1,1,1,0,0,0,0,0
040083103196,0400831,040083103196,0,0,0,0,0,0,1,0,0,1,0,0
040083203290,0400832,040083203290,0,0,0,0,0,0,0,0,0,0,0,1
040083303283,0400833,040083303283,0,0,0,0,0,0,0,0,0,1,0,0
040083403244,0400834,040083403244,0,0,0,0,0,0,0,0,0,1,0,0
040083803243,0400838,040083803243,0,0,0,0,0,0,0,0,0,0,0,0
040083903273,0400839,040083903273,0,0,0,0,0,0,0,0,0,0,0,0
040084000044,0400840,040084000044,0,0,0,0,0,0,0,0,0,1,0,0
040084103259,0400841,040084103259,0,0,0,0,0,0,0,0,0,1,0,0
040084203300,0400842,040084203300,0,0,0,0,0,0,0,1,0,1,0,0
040084303351,0400843,040084303351,0,0,1,1,1,1,1,0,0,0,0,0
040084403285,0400844,040084403285,0,0,0,0,0,0,0,0,0,0,0,0
040084503242,0400845,040084503242,0,0,0,0,0,0,0,0,0,0,0,0
040084603245,0400846,040084603245,0,0,0,0,0,0,0,0,0,0,0,0
040084703301,0400847,040084703301,0,0,0,0,0,0,0,1,0,1,0,0
040084803293,0400848,040084803293,0,0,0,0,0,0,0,0,0,0,0,0
040084903266,0400849,040084903266,1,1,1,1,0,0,0,0,0,0,0,0
040085003341,0400850,040085003341,0,0,0,0,0,0,0,0,0,1,0,0
040085103271,0400851,040085103271,0,0,0,0,0,0,0,0,0,1,0,0
040085203257,0400852,040085203257,0,0,0,0,0,0,1,0,0,0,0,0
040085303297,0400853,040085303297,0,0,0,0,0,0,0,0,0,0,0,0
040085403249,0400854,040085403249,0,0,0,0,0,0,0,0,0,0,0,0
040085503275,0400855,040085503275,0,0,0,0,0,0,0,1,0,1,0,0
040085703260,0400857,040085703260,0,0,0,0,0,0,1,0,0,0,0,1
040085803286,0400858,040085803286,0,0,0,0,0,0,1,0,0,1,1,0
040085903251,0400859,040085903251,0,0,0,0,0,0,1,0,0,0,0,1
040086103344,0400861,040086103344,0,0,0,0,0,0,1,0,1,1,0,0
040086201783,0400862,040086201783,1,0,1,0,1,1,0,0,0,0,0,0
040086303355,0400863,040086303355,0,0,0,0,0,0,1,0,0,1,0,0
040086403315,0400864,040086403315,0,0,0,0,0,0,1,0,0,1,0,0
040086603356,0400866,040086603356,0,0,0,0,0,0,0,0,0,1,0,0
040086703342,0400867,040086703342,1,1,1,1,1,1,0,0,0,0,0,0
040086803332,0400868,040086803332,0,0,0,0,0,0,0,1,0,0,0,0
040087000046,0400870,040087000046,0,0,0,0,0,0,0,0,0,0,0,0
040087103310,0400871,040087103310,0,0,0,0,0,0,0,1,0,1,0,0
040087203346,0400872,040087203346,0,0,0,0,0,0,0,0,0,0,0,0
040087303353,0400873,040087303353,0,0,0,0,0,0,0,0,0,1,0,0
040087503345,0400875,040087503345,0,0,1,1,0,0,0,0,0,1,0,0
040087603352,0400876,040087603352,0,0,0,0,0,0,0,0,0,0,0,0
040087703354,0400877,040087703354,0,0,0,0,0,0,0,0,0,0,0,0
040087703522,0400877,040087703522,0,0,0,0,0,0,0,0,0,0,0,0
040087803350,0400878,040087803350,0,0,0,0,0,0,1,0,0,0,0,0
040087903400,0400879,040087903400,0,0,0,0,0,0,0,0,0,0,0,0
040088003398,0400880,040088003398,0,0,0,0,0,0,1,0,0,0,0,0
040088103394,0400881,040088103394,0,0,0,0,1,1,0,0,0,0,0,0
040088203409,0400882,040088203409,0,0,1,0,0,0,0,0,0,0,0,0
040088403264,0400884,040088403264,0,0,0,0,0,0,1,0,0,0,0,1
040088503410,0400885,040088503410,0,0,0,0,0,0,0,0,0,0,0,0
040088603407,0400886,040088603407,0,0,1,1,0,0,0,0,0,1,0,0
040088703415,0400887,040088703415,0,0,0,0,0,0,0,0,0,0,0,0
040088703561,0400887,040088703561,0,0,0,0,0,0,0,0,0,0,0,0
040088803412,0400888,040088803412,0,0,0,0,0,0,0,0,0,1,0,0
040088903459,0400889,040088903459,0,0,0,0,0,0,0,0,0,0,0,0
040089003367,0400890,040089003367,0,0,0,0,0,0,1,0,0,1,1,0
040089103399,0400891,040089103399,0,0,0,0,0,0,0,0,0,0,0,0
040089203012,0400892,040089203012,0,0,0,0,0,0,0,1,0,1,0,0
040089303382,0400893,040089303382,0,0,0,0,0,0,0,0,0,0,0,0
040089403379,0400894,040089403379,0,0,0,0,0,0,0,0,0,0,0,0
040089502450,0400895,040089502450,1,1,0,0,0,0,1,0,0,0,0,0
040089703376,0400897,040089703376,0,0,0,0,1,1,1,0,0,0,0,0
040089803393,0400898,040089803393,0,0,0,0,0,0,1,0,0,0,0,0
040089903392,0400899,040089903392,0,0,0,0,0,0,0,1,0,1,0,0
040090003404,0400900,040090003404,0,0,0,0,0,0,1,0,0,1,0,0
040090203413,0400902,040090203413,0,0,0,0,0,0,1,0,0,0,0,0
040090303418,0400903,040090303418,0,0,0,0,0,0,1,0,0,0,0,0
040090403048,0400904,040090403048,0,0,0,0,0,0,0,1,0,0,0,0
040090503419,0400905,040090503419,0,0,0,0,0,0,0,0,0,0,0,0
040090703427,0400907,040090703427,0,0,0,0,0,0,0,0,1,0,0,0
040090903461,0400909,040090903461,0,0,0,0,0,0,1,1,1,1,0,0
040091000047,0400910,040091000047,0,0,0,0,0,0,0,0,0,1,0,0
040091000048,0400910,040091000048,0,0,0,0,0,0,0,0,0,1,0,0
040091001059,0400910,040091001059,0,0,0,0,0,0,0,0,0,1,0,0
040091103440,0400911,040091103440,0,0,0,0,0,0,0,0,0,0,0,0
040091203443,0400912,040091203443,0,0,0,0,0,0,1,0,0,0,0,0
040091303455,0400913,040091303455,0,0,0,0,0,0,0,0,0,0,0,0
040091303512,0400913,040091303512,0,0,0,0,0,0,0,0,0,0,0,0
040091403452,0400914,040091403452,0,0,0,0,0,0,0,0,0,0,0,0
040091503422,0400915,040091503422,0,0,0,0,0,0,0,0,0,0,0,0
040091603437,0400916,040091603437,0,0,0,0,0,0,0,0,0,0,0,0
040091803426,0400918,040091803426,0,0,0,0,0,0,0,0,0,0,0,0
040091903472,0400919,040091903472,0,0,1,1,1,0,0,0,0,1,0,0
040092103428,0400921,040092103428,0,0,0,0,0,0,1,1,0,0,0,0
040092203458,0400922,040092203458,0,0,0,0,0,0,0,0,0,0,0,0
040092403436,0400924,040092403436,0,0,0,0,1,1,1,0,0,1,0,0
040092503464,0400925,040092503464,1,1,1,1,0,0,0,0,0,1,0,0
040092603451,0400926,040092603451,0,0,1,1,0,0,0,0,0,0,0,0
040092703190,0400927,040092703190,0,0,0,0,0,0,0,1,0,1,0,0
040092903406,0400929,040092903406,0,0,0,0,0,0,0,1,0,0,0,0
040093003462,0400930,040093003462,0,0,1,1,0,0,0,0,0,1,0,0
040093303496,0400933,040093303496,0,0,0,0,0,0,0,1,0,1,0,0
040093403493,0400934,040093403493,0,0,0,0,0,0,0,1,0,0,0,0
040093603484,0400936,040093603484,0,0,0,0,0,0,0,0,0,0,0,0
040093703482,0400937,040093703482,0,0,0,0,0,0,0,0,0,0,0,0
040093803476,0400938,040093803476,0,0,0,0,0,0,0,0,0,0,0,0
040093903495,0400939,040093903495,0,0,1,1,0,0,0,0,0,0,0,0
040094003499,0400940,040094003499,0,0,1,1,0,0,0,0,0,0,0,0
040094103502,0400941,040094103502,0,0,1,0,1,1,0,0,0,0,0,0
040094203497,0400942,040094203497,0,0,1,0,1,1,0,0,0,0,0,0
040094303498,0400943,040094303498,0,0,0,0,0,0,0,0,0,0,0,0
040094403503,0400944,040094403503,0,0,1,1,1,1,0,0,0,1,0,0
040094403504,0400944,040094403504,0,0,0,0,0,0,0,0,0,1,0,0
040094403542,0400944,040094403542,0,0,0,0,0,0,0,0,0,1,0,0
040094403547,0400944,040094403547,0,0,0,0,0,0,0,0,0,0,0,0
040094503518,0400945,040094503518,0,0,0,0,0,0,0,0,0,0,0,0
040094603375,0400946,040094603375,0,0,0,0,0,0,1,0,0,0,0,0
040094703526,0400947,040094703526,0,0,0,0,0,0,1,0,0,0,0,0
040094803523,0400948,040094803523,0,0,0,0,0,0,0,1,0,1,0,0
040094903520,0400949,040094903520,0,0,0,0,0,0,1,0,0,0,0,0
040095003508,0400950,040095003508,0,0,0,0,0,0,0,0,0,0,0,0
040095103532,0400951,040095103532,0,0,0,0,0,0,0,1,0,1,0,0
040095203514,0400952,040095203514,0,0,0,0,0,0,0,0,0,0,0,0
040095303527,0400953,040095303527,0,0,0,0,0,0,0,0,0,1,0,0
040095403513,0400954,040095403513,0,0,0,0,0,0,0,1,0,1,0,0
040095503519,0400955,040095503519,0,0,0,0,0,0,0,1,0,1,0,0
040095603505,0400956,040095603505,0,0,0,0,0,0,0,0,0,0,0,0
040095803534,0400958,040095803534,0,0,0,0,0,0,0,0,0,0,0,0
040096000049,0400960,040096000049,0,0,0,0,0,0,1,0,0,1,0,0
040096000051,0400960,040096000051,0,0,0,0,0,0,1,1,0,1,0,0
040096001154,0400960,040096001154,0,0,0,0,0,0,1,0,0,1,0,0
040096001878,0400960,040096001878,0,0,0,0,0,0,1,1,0,1,0,0
040096002255,0400960,040096002255,0,0,0,0,0,0,1,0,0,1,0,0
040096002381,0400960,040096002381,0,0,0,0,0,0,1,1,0,1,0,0
040096002494,0400960,040096002494,0,0,0,0,0,0,1,1,0,1,0,0
040096002880,0400960,040096002880,0,0,0,0,0,0,1,0,0,1,0,0
040096003387,0400960,040096003387,0,0,0,0,0,0,1,1,0,0,0,0
040096103550,0400961,040096103550,0,0,0,0,0,0,0,0,0,0,0,0
040096303558,0400963,040096303558,0,0,0,0,0,0,0,0,0,0,0,0
040096403553,0400964,040096403553,0,0,0,0,0,0,0,0,0,0,0,0
040096503556,0400965,040096503556,0,0,0,0,0,0,0,0,0,0,0,0
040096603572,0400966,040096603572,0,0,0,0,0,0,1,1,1,0,0,0
040096803562,0400968,040096803562,0,0,0,0,0,0,0,0,0,0,0,0
040096903543,0400969,040096903543,0,0,0,0,0,0,0,0,0,0,0,0
040097003546,0400970,040097003546,0,0,0,0,0,0,0,0,0,0,0,0
040097103567,0400971,040097103567,0,0,0,0,0,0,0,0,0,0,0,0
040100000052,0401000,040100000052,0,0,0,0,0,0,1,1,0,1,0,0
040100000053,0401000,040100000053,0,0,0,0,0,0,1,1,0,1,0,0
040105000054,0401050,040105000054,0,0,0,0,0,0,0,1,0,1,0,0
040105000055,0401050,040105000055,0,0,0,0,0,0,0,1,1,1,0,0
040105000056,0401050,040105000056,0,0,0,0,0,0,0,1,0,0,0,0
040105003142,0401050,040105003142,0,0,0,0,0,0,0,1,0,0,0,0
040105003374,0401050,040105003374,0,0,0,0,0,0,0,0,0,0,0,0
040108000059,0401080,040108000059,0,0,0,0,0,1,0,0,0,1,0,0
040116000062,0401160,040116000062,0,0,0,0,0,0,0,0,0,0,0,0
040118000063,0401180,040118000063,0,0,0,0,0,0,1,0,0,0,0,0
040118000064,0401180,040118000064,0,0,0,0,0,0,0,0,0,0,0,0
040118000066,0401180,040118000066,0,0,0,0,0,0,0,0,0,0,0,0
040123000069,0401230,040123000069,0,0,0,0,0,0,0,0,0,0,0,0
040126000070,0401260,040126000070,0,0,0,0,0,0,1,0,0,0,0,0
040129000071,0401290,040129000071,0,0,0,0,0,0,0,1,0,0,0,0
040133000072,0401330,040133000072,0,0,0,0,0,0,0,1,0,0,0,0
040133000073,0401330,040133000073,0,0,0,0,0,0,0,1,0,0,0,0
040138002490,0401380,040138002490,0,0,0,0,0,1,1,1,0,1,0,0
040138002492,0401380,040138002492,0,0,0,0,0,0,0,1,0,1,0,0
040138002642,0401380,040138002642,0,0,0,0,0,1,1,1,0,1,0,0
040138002836,0401380,040138002836,0,0,0,0,0,0,1,1,0,1,0,0
040138003052,0401380,040138003052,0,0,0,0,1,1,1,1,0,1,0,0
040138003123,0401380,040138003123,0,0,0,0,0,1,1,1,0,1,0,0
040138003575,0401380,040138003575,0,0,0,0,0,0,1,1,0,1,0,0
040141000075,0401410,040141000075,0,1,0,1,0,1,1,1,0,0,1,1
040141002137,0401410,040141002137,1,1,1,1,1,1,1,1,0,0,1,1
040141002786,0401410,040141002786,0,0,1,1,1,1,1,1,0,0,1,1
040146000077,0401460,040146000077,0,0,0,0,0,0,1,1,0,1,0,0
040146000078,0401460,040146000078,0,0,0,0,0,0,1,1,0,1,1,0
040146000080,0401460,040146000080,0,0,0,0,0,0,1,1,0,1,0,0
040146000081,0401460,040146000081,0,0,0,0,0,0,1,1,0,1,1,0
040146001050,0401460,040146001050,0,0,0,0,0,0,1,1,0,1,0,0
040146001051,0401460,040146001051,0,0,0,0,0,0,1,1,0,1,0,0
040146001356,0401460,040146001356,0,0,0,0,0,0,1,1,0,1,0,0
040146003062,0401460,040146003062,0,0,0,0,0,0,1,1,0,1,0,0
040150000085,0401500,040150000085,0,0,0,0,0,0,1,1,0,1,0,1
040150000855,0401500,040150000855,0,0,0,0,0,0,1,1,0,1,0,0
040150001053,0401500,040150001053,0,0,0,0,0,0,1,1,0,1,0,0
040150001528,0401500,040150001528,0,0,0,0,0,0,1,1,0,1,0,0
040150001757,0401500,040150001757,0,0,0,0,0,0,1,1,0,1,0,1
040150002184,0401500,040150002184,0,0,0,0,0,0,1,1,0,1,0,0
040160000086,0401600,040160000086,0,0,0,0,0,0,1,1,0,1,0,1
040160000087,0401600,040160000087,0,0,0,0,0,0,1,0,0,1,1,0
040160001529,0401600,040160001529,0,0,0,0,0,0,1,0,0,1,0,0
040160003053,0401600,040160003053,0,0,0,0,0,0,1,0,0,0,0,0
040160003173,0401600,040160003173,0,0,0,0,0,0,1,0,0,0,0,0
040165000088,0401650,040165000088,0,0,0,0,0,0,0,1,0,1,0,0
040168000089,0401680,040168000089,0,0,1,1,0,0,0,1,0,1,0,0
040168000091,0401680,040168000091,0,0,0,0,0,0,0,0,0,0,0,0
040168000092,0401680,040168000092,0,0,0,0,0,0,1,0,0,1,0,0
040168000093,0401680,040168000093,0,0,0,0,0,0,1,1,0,0,0,0
040168000094,0401680,040168000094,0,0,0,0,0,0,1,1,0,0,0,0
040168000095,0401680,040168000095,0,0,0,0,0,0,0,1,0,1,0,0
040168000096,0401680,040168000096,0,0,0,0,0,0,0,1,0,1,0,0
040168000097,0401680,040168000097,0,0,0,0,0,0,0,1,0,1,0,0
040168000098,0401680,040168000098,0,0,0,0,0,0,0,1,0,1,0,0
040168000100,0401680,040168000100,0,0,0,0,0,0,0,1,0,1,0,0
040168000101,0401680,040168000101,0,0,0,0,0,0,0,1,0,1,0,0
040168000102,0401680,040168000102,0,0,0,0,0,0,1,1,0,0,0,0
040168000104,0401680,040168000104,0,0,0,0,0,0,0,0,0,0,0,0
040168000105,0401680,040168000105,0,0,0,0,0,0,0,1,0,1,0,0
040168001054,0401680,040168001054,0,0,0,0,0,0,0,1,0,1,0,0
040168001055,0401680,040168001055,0,0,0,0,0,0,0,1,0,1,0,0
040168001709,0401680,040168001709,1,1,0,1,0,0,1,0,0,1,0,0
040168002005,0401680,040168002005,0,0,0,0,0,0,0,1,0,1,0,0
040168002135,0401680,040168002135,0,0,0,0,0,0,0,0,0,1,0,0
040168002904,0401680,040168002904,0,0,0,0,0,0,1,1,0,0,0,0
